27;92;171;90
200;180;102;130
15;106;177;15
152;63;198;54
200;21;98;192
193;111;118;68
61;85;152;188
55;176;54;92
154;85;181;103
130;44;178;167
197;25;30;31
170;146;60;31
143;33;139;54
64;161;66;116
113;171;194;176
190;171;186;30
148;114;115;97
60;107;27;109
77;199;174;176
70;196;13;87
145;82;54;177
91;115;160;39
11;183;40;180
44;123;52;88
63;13;83;38
106;60;10;77
146;87;14;169
200;17;34;118
161;131;139;107
117;148;91;120
148;144;53;120
74;114;10;67
11;154;98;85
39;83;196;141
134;30;73;144
190;135;90;161
59;52;182;46
18;74;190;197
30;38;177;62
90;146;59;58
172;13;85;187
95;22;61;142
129;38;149;37
146;157;58;140
37;108;101;181
35;48;89;47
160;165;198;194
78;161;54;85
55;84;49;190
100;129;181;195
35;54;198;107
149;150;23;166
91;119;200;159
46;109;161;185
145;169;133;29
29;174;112;54
80;144;78;20
169;159;193;92
110;36;172;126
19;30;68;32
164;175;142;175
77;137;86;78
188;128;183;54
148;178;160;193
102;23;44;95
135;63;103;103
27;184;38;161
99;170;88;182
169;45;151;53
180;83;132;148
62;75;30;151
149;45;196;112
111;167;31;192
143;33;93;100
190;92;160;110
149;49;189;160
101;48;59;83
22;120;70;20
163;34;115;108
34;108;147;48
68;190;62;44
113;126;200;137
56;89;170;22
77;30;198;179
22;112;170;29
154;24;108;56
13;78;47;192
28;161;90;22
68;169;106;101
68;140;34;23
74;146;19;59
101;152;148;21
50;115;190;170
98;137;72;145
105;27;25;37
142;136;57;61
166;129;120;157
184;42;178;36
41;68;186;188
100;151;46;112
143;16;192;94
10;123;167;154
181;182;154;70
142;52;101;32
63;159;137;33
168;50;33;128
65;141;62;57
28;114;182;72
126;80;51;134
18;132;174;155
120;159;141;46
174;131;80;72
100;24;19;152
68;129;92;20
94;139;106;147
181;53;16;66
165;32;81;177
100;75;117;33
186;172;26;190
73;49;108;81
111;47;94;196
156;58;173;75
131;173;184;164
167;118;192;142
12;122;172;148
199;119;137;114
53;168;197;110
158;151;154;163
81;51;24;178
45;92;158;20
37;33;52;47
135;108;15;116
93;20;97;58
197;187;184;130
76;117;52;102
71;167;52;143
97;186;162;61
23;185;42;13
127;78;157;113
176;124;43;21
115;110;43;77
188;196;113;114
200;67;104;33
89;157;106;94
35;10;114;143
105;185;93;83
150;79;41;177
76;60;158;138
172;177;121;123
30;115;108;19
165;16;147;144
176;52;85;78
78;183;122;64
104;98;178;142
16;144;105;145
48;40;64;45
150;78;118;65
109;76;87;200
14;103;183;126
85;184;30;59
92;19;102;22
95;62;52;84
150;155;101;159
94;30;93;110
72;93;80;175
91;181;44;168
154;135;73;14
107;127;156;22
133;35;113;176
82;25;112;132
45;125;191;140
48;179;158;159
41;87;116;94
192;179;166;78
15;103;183;110
160;110;199;198
148;113;113;63
139;87;160;90
39;63;73;188
183;145;67;93
147;60;193;39
104;78;31;96
176;189;55;179
140;46;63;100
125;157;38;158
159;151;158;106
10;181;176;110
31;22;43;53
105;79;97;184
155;143;43;174
18;123;75;80
112;76;35;153
47;107;30;31
95;167;139;198
68;197;79;19
141;42;50;64
181;191;86;63
22;132;129;36
42;193;30;47
71;41;48;61
128;176;193;24
97;53;111;151
81;142;162;68
99;170;37;107
59;89;19;157
115;186;15;157
112;92;26;106
113;169;79;59
44;187;21;117
161;177;45;11
81;191;190;166
184;40;90;150
44;89;11;130
40;125;47;22
181;116;49;193
50;152;96;199
169;74;139;140
27;137;188;180
41;144;51;138
79;153;69;163
144;132;125;51
46;34;184;42
35;23;179;165
158;85;83;37
103;26;126;23
89;22;17;13
23;153;144;172
60;144;101;57
151;158;46;89
140;99;23;13
116;136;131;139
79;102;109;142
184;109;157;63
101;154;158;81
32;126;102;25
178;108;176;104
23;45;116;118
194;38;158;93
146;54;11;34
190;125;144;160
124;43;165;37
179;78;17;189
152;188;199;60
189;96;127;99
56;139;125;66
33;20;69;49
83;89;111;139
164;101;134;95
192;127;50;177
192;113;133;54
97;122;170;145
118;126;51;37
53;16;125;160
177;105;101;167
64;33;94;129
97;113;133;38
197;119;40;160
110;37;180;85
96;71;57;28
180;43;154;42
164;122;190;66
198;94;69;84
140;103;64;189
100;199;188;71
160;45;92;177
88;15;133;162
183;155;141;198
155;147;164;74
166;50;194;43
96;25;118;176
38;94;192;84
23;106;116;89
141;80;39;23
52;74;22;46
134;129;69;71
117;175;114;104
169;111;186;72
39;164;89;102
18;191;54;22
166;194;112;96
198;106;135;103
121;160;154;93
79;181;123;108
81;169;194;140
36;93;165;145
62;155;49;144
188;51;38;126
100;87;193;29
75;64;189;113
174;173;109;171
142;171;67;88
158;143;63;73
35;167;164;71
189;15;67;96
55;127;140;31
51;124;67;57
47;37;122;138
171;28;125;140
99;114;162;185
113;127;88;159
195;50;151;200
199;26;101;145
90;55;30;128
125;52;90;100
119;77;64;72
47;145;123;52
76;135;95;159
69;197;69;192
102;187;108;193
106;49;151;103
162;155;110;79
121;140;54;104
177;191;87;91
16;143;63;135
134;35;87;38
104;145;183;96
99;194;151;43
30;158;119;197
97;67;70;198
44;183;58;122
174;197;190;150
17;20;162;57
181;46;162;198
44;170;54;60
48;89;158;59
190;166;76;14
15;86;195;167
106;157;156;88
72;16;15;195
149;70;124;166
94;47;29;140
178;190;93;81
115;70;53;91
174;137;111;69
36;158;184;85
153;149;24;174
33;71;111;95
116;65;186;141
128;174;99;16
22;93;40;34
172;127;150;198
64;114;52;129
108;190;99;43
66;113;78;84
96;157;116;200
199;126;47;192
35;100;22;123
139;38;49;79
81;80;163;33
79;101;196;175
21;162;199;91
38;51;193;170
139;83;44;180
32;107;123;47
87;118;15;67
55;83;105;110
66;124;113;86
49;108;56;58
139;64;161;198
194;93;168;179
104;35;138;167
20;49;171;140
83;44;143;142
102;36;162;197
106;80;86;114
58;196;30;25
127;120;124;28
46;157;83;71
122;89;124;63
133;27;171;180
112;62;131;55
136;131;86;66
83;140;128;145
131;114;191;53
33;34;16;164
182;152;21;128
179;18;128;78
119;140;110;112
189;59;68;14
188;86;83;42
177;198;56;156
133;118;178;129
134;106;106;164
101;26;69;32
120;62;89;156
118;132;58;141
195;141;170;170
143;41;113;136
160;151;14;198
77;183;134;132
135;168;66;149
15;54;118;117
11;168;82;167
196;194;199;147
191;54;139;81
200;70;102;107
139;145;139;111
112;63;56;44
89;36;63;37
110;75;100;11
87;78;136;86
194;44;104;24
61;160;80;145
194;164;37;126
155;131;90;148
150;149;174;86
198;115;126;125
85;140;135;135
172;54;67;182
171;81;93;82
172;156;36;68
82;162;165;110
57;129;174;125
189;162;152;144
101;17;145;144
56;14;164;150
28;33;131;156
10;129;141;187
167;108;97;200
132;127;32;15
167;129;38;142
154;99;176;23
132;162;72;25
72;177;179;92
153;64;125;149
85;34;94;29
123;22;95;186
146;169;103;94
32;39;105;106
82;193;139;186
168;178;144;168
67;16;44;133
121;25;90;92
52;146;40;158
138;100;106;21
112;143;84;15
106;147;120;195
136;134;47;110
123;56;181;44
86;135;174;76
43;131;104;144
70;194;131;10
26;107;22;10
23;18;71;111
117;44;128;122
186;70;181;181
146;77;12;50
139;81;140;62
154;106;86;151
63;146;155;47
172;48;194;28
59;40;108;147
11;32;29;52
35;133;36;129
75;111;35;134
25;141;191;165
139;51;151;39
134;71;62;24
195;142;23;29
143;35;182;45
48;151;83;115
120;60;143;179
79;134;160;164
188;73;164;115
28;161;18;155
162;124;151;110
10;20;160;59
48;152;139;58
139;166;60;186
54;53;72;54
59;105;106;190
51;108;50;144
38;133;52;118
122;156;49;89
18;177;29;23
176;14;23;121
175;135;118;44
111;57;128;149
32;171;45;168
13;51;123;71
173;118;70;105
101;10;50;61
71;117;165;167
132;94;138;62
172;159;100;27
64;27;48;119
101;90;100;111
18;59;111;32
18;122;20;200
195;143;35;134
51;108;92;130
22;36;136;110
102;114;84;98
92;170;188;184
16;10;199;57
162;14;185;131
17;190;43;136
171;139;138;124
82;151;11;15
40;62;30;46
74;192;152;49
58;94;138;117
189;36;56;49
172;19;62;166
93;112;85;180
183;67;175;162
10;15;134;61
51;135;71;14
141;88;138;125
87;131;50;194
195;17;97;170
190;150;117;146
133;46;10;132
165;15;148;123
18;90;13;117
163;87;161;75
108;160;172;32
101;104;108;112
106;80;70;90
62;67;113;200
88;156;165;169
10;146;23;170
34;124;47;160
48;193;123;43
179;79;125;10
90;77;94;97
147;142;192;191
147;10;89;94
154;100;32;122
193;26;182;112
128;92;157;48
19;180;103;146
101;68;84;89
146;68;97;95
40;198;169;157
43;197;157;110
192;144;87;76
87;161;95;192
47;108;80;197
37;125;23;15
176;119;35;93
160;21;34;88
30;161;158;13
179;134;75;142
25;198;174;66
122;61;174;57
130;196;14;181
78;145;160;167
144;180;80;106
132;82;76;31
179;198;60;144
44;81;111;137
194;106;170;11
68;36;35;123
22;163;133;107
84;150;83;109
62;36;95;69
57;52;185;112
126;188;33;177
150;40;22;130
56;31;20;14
150;124;131;83
59;131;66;119
128;153;61;175
78;177;196;67
124;169;106;105
194;160;18;131
101;199;140;158
15;170;110;178
143;14;29;119
141;174;25;92
10;155;164;59
118;18;108;46
193;200;67;26
108;188;127;194
118;73;72;182
154;155;157;182
62;110;132;64
100;27;182;180
198;189;188;36
13;126;163;198
188;153;97;58
49;180;171;36
22;90;194;65
177;101;179;36
104;79;131;94
173;94;184;149
115;189;93;14
151;130;124;107
187;141;16;68
67;74;52;49
12;171;100;123
168;130;173;133
62;138;101;171
37;184;61;21
188;29;47;69
32;151;47;10
192;158;85;59
109;127;39;93
98;159;83;191
53;149;185;187
152;72;37;43
77;176;87;129
13;12;47;184
22;112;42;121
192;128;90;33
66;106;69;166
13;198;14;166
151;100;23;89
53;115;36;67
61;147;145;143
164;186;146;129
45;161;60;138
16;54;166;29
35;154;45;87
50;99;180;91
23;185;54;23
109;14;199;142
182;83;29;190
132;124;86;54
116;38;121;10
126;35;153;182
75;133;96;42
45;99;123;182
88;60;23;46
97;166;184;57
46;25;33;135
193;171;148;50
63;154;171;121
50;37;56;175
66;85;88;93
187;166;48;58
12;26;49;111
67;69;163;173
119;147;187;73
15;14;82;75
36;174;131;190
18;197;150;119
39;146;159;146
112;113;25;14
131;63;154;86
20;42;91;155
55;91;14;54
185;121;170;45
200;24;145;65
76;149;39;33
167;86;46;39
109;164;161;45
108;32;57;165
109;163;64;128
153;137;13;196
123;131;170;73
158;136;123;35
139;186;193;29
140;30;145;41
99;28;61;144
27;92;130;150
83;197;32;158
103;17;43;36
40;92;85;139
154;95;51;172
62;103;44;34
27;136;163;18
79;94;54;125
49;103;142;145
192;110;58;120
112;14;121;64
134;58;171;139
74;38;114;143
170;64;72;14
105;23;148;37
49;55;45;102
157;62;80;199
103;27;29;170
138;130;140;16
116;18;158;100
38;135;44;170
88;80;23;194
24;188;40;103
177;77;78;184
150;50;28;15
22;43;169;194
16;178;188;138
35;164;58;17
157;18;137;164
110;166;58;137
151;44;156;25
193;39;126;189
137;76;10;31
94;179;143;145
118;150;13;59
196;165;138;178
43;104;97;109
189;69;133;52
124;136;144;14
169;121;193;165
48;95;135;98
129;129;194;48
157;57;106;146
18;96;109;77
79;122;74;128
176;106;13;87
49;26;89;150
63;94;89;155
137;32;75;92
190;79;118;139
52;187;147;19
48;185;14;50
11;53;114;124
26;23;181;92
197;32;162;23
29;72;198;121
79;157;45;162
136;44;25;137
55;196;195;152
43;107;91;37
109;12;141;130
36;35;33;200
105;22;187;74
35;77;99;151
100;34;187;133
63;13;178;149
94;190;21;159
173;93;17;187
34;190;29;123
117;106;192;117
161;97;161;50
104;196;151;182
117;131;95;124
87;163;61;60
180;189;109;194
157;171;150;45
188;133;73;77
79;103;19;188
22;62;97;74
62;63;130;182
102;167;29;187
85;75;37;69
78;197;175;121
114;122;73;89
72;64;183;176
190;49;30;159
134;177;126;157
181;28;127;13
98;29;161;116
20;161;88;52
100;163;21;131
87;19;58;60
73;124;17;152
61;184;137;55
51;31;111;197
119;13;27;105
115;39;80;73
89;99;183;144
11;64;188;81
65;82;198;58
70;106;193;108
33;84;96;133
59;93;45;96
134;144;29;193
81;14;105;181
46;10;30;185
79;121;198;77
83;161;77;10
159;70;128;79
81;87;37;107
72;138;55;102
45;72;103;61
104;36;109;79
118;19;64;40
114;42;51;64
164;33;41;28
38;171;103;129
57;75;200;119
200;43;42;44
193;127;146;159
120;84;36;167
45;144;128;47
176;72;71;95
65;86;113;57
179;85;13;142
24;143;134;175
60;153;73;175
118;76;129;88
17;103;149;13
46;123;151;186
49;82;155;98
170;70;50;116
128;14;50;183
158;30;192;55
93;25;142;164
196;78;66;123
109;153;51;53
168;76;116;165
156;115;131;91
101;124;73;68
144;104;93;48
37;16;193;170
71;49;33;132
192;22;144;125
36;15;193;144
45;22;165;51
52;65;35;155
59;94;177;52
72;182;102;114
52;51;66;91
96;162;27;196
167;122;182;69
165;162;121;169
82;48;144;174
183;140;18;82
52;183;89;47
102;41;68;68
120;75;124;85
105;136;24;54
22;49;190;94
11;195;79;65
19;120;193;75
101;111;196;67
31;167;11;52
77;92;81;121
43;15;23;132
195;25;122;54
65;81;71;122
184;26;127;111
120;170;174;39
78;195;130;188
196;48;115;114
40;173;130;53
11;26;130;89
162;38;85;181
173;72;41;102
112;109;96;50
88;62;82;175
84;112;34;35
22;67;187;56
61;176;197;118
79;186;28;11
56;175;89;58
35;160;25;47
198;164;108;22
35;180;178;83
42;67;17;167
62;54;37;149
120;62;68;17
91;500;10;20
146;66;70;162
132;73;94;110
104;170;162;196
196;69;19;198
143;29;193;111
102;19;172;19
107;99;87;23
20;33;180;56
152;52;65;70
25;87;182;81
43;191;59;72
77;54;159;194
158;148;133;61
161;120;107;200
149;103;21;32
26;156;171;76
80;25;89;63
196;172;28;139
111;126;63;154
25;130;195;108
23;124;126;197
152;180;16;93
112;64;146;98
196;124;110;164
76;31;186;152
187;122;49;130
126;111;161;16
189;186;24;109
161;147;43;149
44;132;132;158
139;133;49;29
50;39;129;53
55;96;126;129
123;101;14;100
168;76;58;37
130;140;88;113
171;45;118;172
178;165;36;165
17;13;92;112
77;183;186;12
135;60;155;87
52;143;192;31
125;180;181;39
66;137;65;12
187;138;78;175
156;19;89;60
43;107;45;100
190;153;31;26
62;28;111;141
44;99;62;117
130;85;199;65
97;178;105;22
118;190;161;135
16;121;132;187
182;92;83;76
72;146;25;195
153;85;164;189
165;145;90;198
83;154;189;19
27;97;192;16
109;48;66;42
104;158;77;61
34;151;46;49
172;175;30;179
123;100;40;55
152;57;67;165
194;166;102;156
58;78;78;82
50;76;17;27
196;68;81;125
175;182;22;27
195;45;44;193
59;43;40;184
155;143;195;178
16;162;167;183
196;55;94;88
59;180;100;176
14;166;181;24
25;56;139;111
10;12;94;177
19;39;20;159
116;33;11;188
67;121;191;73
106;46;15;198
31;50;94;39
140;79;121;30
187;54;107;91
43;89;22;74
20;112;146;45
193;191;52;43
192;132;98;51
53;135;106;172
181;114;91;135
19;49;99;111
192;107;79;173
14;38;37;169
101;21;67;110
165;193;70;149
114;81;117;144
194;80;44;49
170;62;194;118
111;142;158;104
100;38;69;143
117;25;75;65
109;54;40;47
25;139;59;196
71;103;175;147
178;30;87;26
187;83;20;70
153;148;132;68
157;127;70;82
16;44;52;158
15;65;96;146
188;141;138;34
158;149;190;39
147;25;140;66
142;43;128;146
133;180;130;18
172;40;95;92
68;42;85;126
140;126;74;83
100;144;112;129
116;95;56;197
194;33;174;123
86;68;83;30
60;28;100;71
76;166;151;84
197;146;184;56
127;97;71;89
186;103;126;94
131;87;145;150
70;37;177;114
200;63;44;210
10;104;78;180
192;36;189;18
128;189;172;181
121;90;39;35
78;166;128;189
109;121;173;141
113;68;81;154
172;172;189;199
45;138;47;80
172;197;163;103
159;77;44;154
46;163;53;192
171;132;56;34
36;99;86;68
150;12;130;42
82;74;111;110
123;186;120;67
158;83;165;133
38;75;39;65
178;177;192;16
161;125;38;46
51;106;115;17
197;170;194;18
87;15;110;28
61;33;68;149
15;10;167;93
141;39;14;147
51;198;130;58
157;139;75;126
96;146;96;32
75;169;52;199
170;136;144;19
172;145;27;63
86;22;70;44
35;31;96;176
41;30;195;33
192;146;24;129
63;106;69;104
40;41;90;186
144;190;165;89
90;136;147;155
62;94;130;120
42;37;33;27
141;157;25;100
173;141;64;127
139;39;93;59
153;187;13;177
32;58;29;91
10;34;175;73
44;137;175;60
199;61;175;45
131;28;100;126
37;12;119;155
143;69;176;139
93;99;143;51
139;12;144;87
115;129;10;54
32;62;199;181
147;55;92;42
164;52;184;49
192;110;41;96
159;66;104;146
72;52;103;56
102;33;23;149
17;96;170;184
70;124;200;40
40;42;113;139
29;34;61;27
62;188;170;162
136;91;186;85
68;38;124;66
167;184;70;187
42;103;93;80
137;193;117;141
90;190;159;176
48;134;53;133
196;37;37;24
18;79;176;192
60;95;40;153
139;69;183;107
108;151;167;74
56;119;55;122
144;42;136;100
47;178;110;136
57;114;184;12
27;69;39;172
151;194;191;36
35;147;148;18
59;165;125;198
192;182;40;69
156;163;167;94
101;116;135;37
11;97;104;168
199;26;158;102
27;150;58;35
196;59;45;103
181;129;53;128
38;15;31;69
146;153;15;11
96;113;171;25
107;114;118;127
187;86;197;60
115;20;91;38
123;51;155;141
57;173;26;177
179;51;119;89
140;34;36;19
133;177;42;95
17;154;123;90
195;29;22;126
19;40;185;35
167;164;116;19
56;121;20;106
23;39;143;177
155;185;12;121
14;14;57;10
29;128;113;103
62;167;73;53
56;96;139;192
116;61;109;81
156;115;138;141
165;173;146;41
59;197;53;68
53;56;39;139
200;77;198;71
138;164;82;170
21;151;137;70
106;59;112;118
72;180;83;96
70;87;133;109
37;123;114;85
167;58;190;173
81;17;113;16
28;101;175;34
57;155;44;191
160;55;16;19
187;123;122;103
139;172;93;33
38;198;92;84
83;30;116;33
38;118;193;21
175;122;108;184
54;168;55;79
85;80;98;47
164;196;80;98
28;21;46;143
176;137;164;25
122;144;129;57
124;84;174;106
151;108;153;177
43;141;121;140
19;125;177;54
126;70;67;149
24;195;57;35
109;11;108;36
110;34;19;86
154;15;200;169
148;63;33;133
168;29;191;11
132;51;62;20
119;77;110;90
22;22;99;83
127;126;15;46
82;99;101;60
81;106;180;96
183;180;154;156
87;166;156;105
113;19;30;70
185;113;52;144
107;83;32;110
169;186;90;73
137;82;140;167
189;75;42;110
36;104;34;102
86;143;51;79
11;60;139;87
184;182;48;161
25;84;200;54
51;185;18;115
19;68;148;76
57;43;97;91
24;40;159;183
101;120;48;62
15;86;108;78
77;192;35;82
21;95;173;49
129;129;130;41
59;18;28;151
145;158;120;46
152;35;172;115
172;196;97;172
80;125;174;35
149;14;154;141
118;134;29;161
18;138;62;63
167;87;152;170
106;78;54;57
122;24;53;166
173;83;130;122
41;31;24;148
49;123;117;59
122;41;51;176
192;90;83;90
188;30;200;148
146;146;124;157
19;103;55;116
143;134;186;187
70;107;124;147
119;115;168;173
197;159;143;101
23;18;79;46
172;143;43;169
84;34;143;26
178;116;117;190
118;132;81;151
30;163;102;121
68;89;146;158
182;90;86;43
135;14;147;80
86;40;89;137
90;53;61;72
158;190;194;40
139;117;34;185
162;161;21;146
11;140;50;193
114;160;196;107
161;103;197;19
155;90;63;180
46;178;107;94
22;65;62;23
99;67;161;133
111;22;133;36
110;37;41;192
25;165;45;138
139;166;130;187
108;181;139;126
117;118;109;104
40;112;122;124
116;194;29;63
64;104;50;152
108;19;51;47
169;36;72;73
170;70;166;200
60;41;112;126
23;36;71;199
196;169;143;143
125;19;107;106
102;31;82;69
33;161;132;42
84;191;15;150
133;106;60;58
22;161;52;158
24;73;76;183
57;127;70;15
21;185;10;66
78;161;32;44
16;16;23;86
12;161;64;85
40;79;44;185
33;10;60;76
19;149;164;151
143;60;152;37
42;54;99;149
27;108;94;110
193;173;19;52
64;172;165;49
113;12;22;131
109;198;139;200
177;124;26;80
194;128;72;51
82;21;22;145
153;71;72;157
21;96;189;44
123;167;29;56
192;20;47;111
26;64;127;166
116;165;141;58
200;34;33;131
76;176;19;24
66;187;63;189
176;120;111;86
147;94;124;182
172;163;153;10
35;99;78;161
190;123;114;48
75;148;137;52
88;122;23;165
38;41;43;45
176;150;67;89
193;46;32;118
180;58;27;32
150;11;155;42
87;150;56;177
156;74;68;30
54;195;48;57
116;196;89;153
197;160;186;133
79;112;12;153
42;132;198;129
176;185;136;128
48;45;42;57
120;130;164;193
127;196;188;191
172;70;114;119
111;14;135;113
137;23;40;106
180;32;115;51
80;95;97;33
22;46;151;189
141;76;121;74
36;165;143;105
154;194;28;44
34;57;177;69
101;105;34;34
111;34;89;127
156;148;91;48
30;18;117;16
194;166;187;68
77;22;22;149
174;62;170;135
138;36;58;146
32;146;86;24
167;132;127;161
93;146;97;103
189;29;196;154
119;103;32;93
96;16;131;55
81;104;128;186
153;98;188;135
150;180;93;16
163;190;77;75
39;20;141;16
81;109;38;24
23;56;84;122
48;111;156;59
159;99;101;117
76;128;93;144
21;188;103;148
179;28;139;19
70;91;86;150
112;177;195;177
75;143;136;77
185;163;159;63
17;66;121;52
132;85;95;121
15;20;121;90
43;162;77;196
86;176;12;139
50;168;116;124
190;88;137;92
110;171;35;55
172;134;167;197
125;133;160;96
139;64;160;166
100;123;67;64
22;75;187;68
82;172;81;109
61;43;177;122
70;17;96;184
83;165;75;195
39;92;53;195
21;44;59;163
20;75;37;179
24;17;108;151
71;175;49;195
197;154;139;59
114;153;79;18
133;77;164;15
198;92;76;68
122;88;65;59
185;81;186;68
160;174;103;178
191;190;31;38
43;38;137;128
26;87;42;90
64;87;149;22
131;12;200;89
29;105;196;140
78;24;106;121
76;60;43;101
47;44;24;65
106;131;111;159
24;174;128;58
64;70;42;80
134;150;166;145
13;145;13;63
117;110;174;85
37;89;166;184
144;195;87;112
151;96;85;103
34;78;13;47
153;38;193;13
31;132;118;100
14;147;21;44
146;77;124;45
150;143;92;75
77;11;19;185
79;147;32;194
62;156;111;106
176;179;85;32
75;47;33;191
42;146;188;169
143;71;79;22
83;38;78;63
73;42;156;147
31;173;54;126
192;59;63;114
100;93;101;56
124;74;188;110
89;128;62;84
113;31;183;90
145;75;189;160
192;38;194;184
187;172;100;159
77;103;183;120
131;79;125;104
200;76;102;174
189;198;74;199
60;55;187;104
200;159;157;23
157;102;69;42
20;128;172;78
127;90;105;172
92;35;157;101
166;163;19;158
182;38;140;198
195;50;127;132
71;123;61;169
140;75;132;164
166;52;88;154
193;129;12;83
93;192;58;155
113;126;14;89
119;77;143;176
37;66;73;198
178;92;198;11
157;167;88;98
141;51;199;13
21;180;89;171
133;106;13;171
199;182;87;134
38;103;199;58
53;103;155;36
52;131;88;138
197;133;68;50
98;102;87;46
65;103;164;130
190;15;126;33
73;50;16;144
172;188;20;154
133;78;140;133
98;136;68;42
55;44;30;178
123;93;79;25
93;43;49;99
196;176;192;131
165;22;144;54
24;46;154;175
188;161;200;82
23;153;164;107
61;125;81;135
116;176;106;143
181;100;60;112
166;172;86;42
152;142;177;154
158;106;139;30
81;166;110;24
118;157;17;19
35;199;90;14
66;199;146;70
31;18;76;62
94;122;159;174
14;98;60;45
27;31;92;11
143;88;10;147
152;180;126;193
185;76;194;33
24;66;87;96
137;20;188;19
56;19;29;86
181;157;85;94
164;22;18;88
149;169;30;52
62;114;119;73
122;104;135;137
174;154;58;145
54;70;76;136
103;90;17;120
92;163;62;53
42;156;22;49
118;48;137;144
125;105;167;137
156;106;35;172
33;49;46;149
124;55;36;131
189;94;200;175
157;183;47;186
195;150;42;78
157;52;43;124
83;171;76;55
123;35;131;185
26;131;36;107
197;156;63;19
154;90;114;61
97;40;93;162
19;38;108;144
189;60;71;45
75;111;155;106
57;96;108;86
83;154;187;185
130;81;168;191
105;86;90;98
55;158;33;144
71;20;56;172
69;20;126;125
83;76;112;198
149;87;36;186
129;77;148;84
70;81;94;169
105;177;166;113
15;188;111;69
91;18;170;114
150;181;30;116
114;186;146;72
13;152;82;170
47;99;131;129
78;110;10;168
118;149;166;133
20;102;189;51
42;42;122;189
163;124;188;142
50;13;134;34
92;197;106;101
70;21;117;174
182;142;77;84
105;135;33;59
119;118;128;153
189;82;199;97
100;75;138;81
40;89;30;149
